,Symbol,Date,Open,Close,Volume,MarketCap,Sector,Industry
0,AAPL,2018-12-31,39.63249969482422,39.435001373291016,140014000,737873385600.0,Technology,Computer Manufacturing
1,AAPL,2019-01-02,38.72249984741211,39.47999954223633,148158800,737873385600.0,Technology,Computer Manufacturing
2,AAPL,2019-01-03,35.99499893188477,35.54750061035156,365248800,737873385600.0,Technology,Computer Manufacturing
3,AAPL,2019-01-04,36.13249969482422,37.06499862670898,234428400,737873385600.0,Technology,Computer Manufacturing
4,AAPL,2019-01-07,37.17499923706055,36.98249816894531,219111200,737873385600.0,Technology,Computer Manufacturing
5,AAPL,2019-01-08,37.38999938964844,37.6875,164101200,737873385600.0,Technology,Computer Manufacturing
6,AAPL,2019-01-09,37.8224983215332,38.32749938964844,180396400,737873385600.0,Technology,Computer Manufacturing
7,AAPL,2019-01-10,38.125,38.45000076293945,143122800,737873385600.0,Technology,Computer Manufacturing
8,AAPL,2019-01-11,38.22000122070313,38.0724983215332,108092800,737873385600.0,Technology,Computer Manufacturing
9,AAPL,2019-01-14,37.712501525878906,37.5,129756800,737873385600.0,Technology,Computer Manufacturing
10,AAPL,2019-01-15,37.56750106811523,38.26750183105469,114843600,737873385600.0,Technology,Computer Manufacturing
11,AAPL,2019-01-16,38.27000045776367,38.73500061035156,122278800,737873385600.0,Technology,Computer Manufacturing
12,AAPL,2019-01-17,38.54999923706055,38.96500015258789,119284800,737873385600.0,Technology,Computer Manufacturing
13,AAPL,2019-01-18,39.375,39.20500183105469,135004000,737873385600.0,Technology,Computer Manufacturing
14,AAPL,2019-01-22,39.102500915527344,38.32500076293945,121576000,737873385600.0,Technology,Computer Manufacturing
15,AAPL,2019-01-23,38.53749847412109,38.47999954223633,92522400,737873385600.0,Technology,Computer Manufacturing
16,AAPL,2019-01-24,38.52750015258789,38.17499923706055,101766000,737873385600.0,Technology,Computer Manufacturing
17,AAPL,2019-01-25,38.86999893188477,39.43999862670898,134142000,737873385600.0,Technology,Computer Manufacturing
18,AAPL,2019-01-28,38.9474983215332,39.07500076293945,104768400,737873385600.0,Technology,Computer Manufacturing
19,AAPL,2019-01-29,39.0625,38.66999816894531,166348800,737873385600.0,Technology,Computer Manufacturing
20,AAPL,2019-01-30,40.8125,41.3125,244439200,737873385600.0,Technology,Computer Manufacturing
21,AAPL,2019-01-31,41.52750015258789,41.61000061035156,162958400,737873385600.0,Technology,Computer Manufacturing
22,AAPL,2019-02-01,41.7400016784668,41.63000106811523,130672400,737873385600.0,Technology,Computer Manufacturing
